Area,BHK,Bathroom,Furnishing,Locality,Parking,Status,Transaction,Type,Per_Sqft,Price
750,2,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,6667,5000000
750,2,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,6667,5000000
750,2,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,6667,5000000
750,2,2,Semi-Furnished,Shahdara,,Ready_to_move,Resale,Builder_Floor,,9200000
750,2,2,Unfurnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,6526,4500000
750,3,2,Furnished,"Sukhdev Vihar, Okhla",2,Ready_to_move,Resale,Apartment,16917,13500000
750,2,2,Semi-Furnished,Sultanpur,1,Almost_ready,Resale,Builder_Floor,3714,4500000
750,2,2,Unfurnished,Sultanpur,1,Ready_to_move,Resale,Builder_Floor,3714,4000000
750,1,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,,6400000
760,3,2,Furnished,Geeta Colony,1,Ready_to_move,Resale,Builder_Floor,6667,6000000
765,2,2,Unfurnished,Chhattarpur,4,Ready_to_move,New_Property,Builder_Floor,4138,2500000
765,3,2,Semi-Furnished,Dwarka Mor,1,Ready_to_move,Resale,Builder_Floor,5794,3800000
765,3,2,Unfurnished,Manglapuri,1,Ready_to_move,Resale,Builder_Floor,4837,3700000
770,2,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,Builder_Floor,4922,3790000
780,2,2,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,Builder_Floor,14722,8770000
780,3,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6111,4000000
780,2,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,9655,7500000
800,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Apartment,,4400000
800,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,,3000000
800,2,2,Semi-Furnished,Dilshad Garden,1,Ready_to_move,Resale,Apartment,9375,7500000
800,2,2,Unfurnished,Dilshad Garden,1,Ready_to_move,Resale,Builder_Floor,7500,6000000
800,3,2,Semi-Furnished,Dilshad Garden,1,Ready_to_move,Resale,Apartment,9200,9030000
800,2,2,Semi-Furnished,Kalkaji,1,Ready_to_move,Resale,Builder_Floor,10000,8000000
800,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,,15000000
800,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,,14000000
800,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,14500000
800,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,32000,5400000
800,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,New_Property,Builder_Floor,7778,4500000
800,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,Builder_Floor,,4400000
800,2,2,Semi-Furnished,Malviya Nagar,1,Ready_to_move,New_Property,Builder_Floor,14888,12000000
800,3,3,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,Apartment,3294,4500000
800,3,2,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,Builder_Floor,10943,12000000
800,3,2,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,Apartment,7875,6300000
800,3,2,Unfurnished,Patel Nagar,1,Ready_to_move,Resale,Builder_Floor,23840,8000000
800,2,2,Semi-Furnished,Punjabi Bagh West,2,Ready_to_move,Resale,Apartment,11905,7500000
800,3,2,Semi-Furnished,"Ram Nagar, Shahdara",2,Ready_to_move,Resale,Builder_Floor,6526,3800000
800,3,2,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,,6500000
800,3,2,Semi-Furnished,Rohini,1,Ready_to_move,Resale,Builder_Floor,8750,7000000
800,2,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,6875,5500000
800,3,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,6875,5500000
800,3,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,6714,5500000
800,2,2,Semi-Furnished,Sultanpur,1,Almost_ready,Resale,Builder_Floor,3714,5000000
801,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,New_Property,Builder_Floor,,6000000
805,2,2,Unfurnished,Uttam Nagar,1,Ready_to_move,Resale,Builder_Floor,6111,4000000
807.2925,2,2,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,Apartment,14722,8600000
807.2925,2,1,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,9909,8000000
810,3,2,Semi-Furnished,Budh Vihar,1,Ready_to_move,Resale,Builder_Floor,,4500000
810,2,2,Unfurnished,Chhattarpur,4,Ready_to_move,Resale,Apartment,,4500000
810,5,6,Furnished,Geeta Colony,1,Ready_to_move,Resale,Apartment,6667,28900000
810,2,2,Semi-Furnished,Kalkaji,1,Ready_to_move,New_Property,Builder_Floor,18000,14000000
810,2,2,Semi-Furnished,Krishna Nagar ,1,Ready_to_move,Resale,Builder_Floor,14818,8500000
810,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,,8910000
810,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,15500000
810,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,11111,9000000
810,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,Apartment,4922,4200000
810,3,2,Furnished,Mahavir Enclave,1,Ready_to_move,Resale,Builder_Floor,42222,3800000
810,3,2,Semi-Furnished,Sheikh Sarai,1,Ready_to_move,Resale,Builder_Floor,,7500000
810,2,2,Semi-Furnished,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Apartment,5556,14500000
810,3,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,Resale,Builder_Floor,5794,5400000
810,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,6526,6000000
810,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,,6000000
820,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,Resale,Builder_Floor,42222,5200000
820,2,3,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,Apartment,11111,7500000
825,3,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,5990000
825,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,15000000
846,2,1,Unfurnished,Shahdara,1,Ready_to_move,New_Property,Apartment,3901,3300000
850,2,1,Semi-Furnished,Dwarka,2,Ready_to_move,New_Property,Apartment,2235,1900000
850,2,1,Semi-Furnished,Dwarka,1,Ready_to_move,New_Property,Apartment,2235,1900000
850,2,1,Semi-Furnished,Dwarka,1,Ready_to_move,New_Property,Apartment,2235,1900000
850,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,,11500000
850,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,22000,14600000
850,2,2,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,9259,14600000
850,2,2,Unfurnished,Malviya Nagar,2,Ready_to_move,Resale,Builder_Floor,14888,8500000
850,2,2,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,Apartment,3294,2800000
850,2,2,Semi-Furnished,Najafgarh,1,Almost_ready,New_Property,Apartment,24718,2940000
850,2,2,Semi-Furnished,Najafgarh,1,Almost_ready,New_Property,Apartment,24718,2940000
850,3,3,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,Apartment,11111,5700000
850,2,3,Semi-Furnished,Patel Nagar,1,Ready_to_move,Resale,Builder_Floor,24718,5900000
850,3,2,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,5255,6500000
850,3,2,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,5255,7300000
850,2,2,Semi-Furnished,Rohini,1,Ready_to_move,Resale,Apartment,6154,11000000
850,3,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Builder_Floor,6714,7000000
850,2,2,Furnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,3901,4500000
850,2,2,Furnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,12500,4500000
850,3,2,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,6526,4500000
850,2,2,Semi-Furnished,Sheikh Sarai,1,Ready_to_move,Resale,Apartment,15882,13500000
850,3,2,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Builder_Floor,6706,5700000
852,2,2,Unfurnished,Shahdara,1,Ready_to_move,Resale,Apartment,6667,2670000
855,3,2,Unfurnished,Mahavir Enclave,1,Ready_to_move,Resale,Apartment,,4800000
855,2,2,Semi-Furnished,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,4678,4000000
855,3,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,10556,6500000
861.112,2,2,Furnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Builder_Floor,5806,5000000
870,3,2,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,6154,7700000
875,3,3,Semi-Furnished,Chittaranjan Park,3,Ready_to_move,New_Property,Builder_Floor,12916,17500000
875,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,15000000
880,3,2,Unfurnished,Safdarjung Enclave,1,Ready_to_move,Resale,Builder_Floor,14818,11000000
890,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,22000,8300000
900,2,1,Furnished,Budh Vihar,1,Ready_to_move,Resale,Apartment,,11000000
900,3,2,Semi-Furnished,Budh Vihar,1,Ready_to_move,Resale,Builder_Floor,4444,4000000
900,2,1,Semi-Furnished,Chandni Chowk,1,Ready_to_move,New_Property,Builder_Floor,6667,6200000
900,3,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,4900000
900,2,2,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,3500000
900,2,2,Furnished,Dilshad Garden,2,Ready_to_move,Resale,Builder_Floor,7666,6900000
900,3,2,Semi-Furnished,Dilshad Garden,2,Ready_to_move,Resale,Apartment,7666,13500000
900,3,2,Semi-Furnished,Dilshad Garden,1,Ready_to_move,Resale,Apartment,12000,4800000
900,3,2,Semi-Furnished,Dwarka Mor,1,Ready_to_move,New_Property,Builder_Floor,6111,2800000
900,2,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,Builder_Floor,11111,20000000
900,3,2,Semi-Furnished,Kalkaji,2,Ready_to_move,Resale,Apartment,,6600000
900,3,3,Semi-Furnished,Kalkaji,1,Ready_to_move,New_Property,Builder_Floor,,7000000
900,3,3,Semi-Furnished,Kalkaji,1,Ready_to_move,New_Property,Builder_Floor,10000,6800000
900,2,2,Semi-Furnished,Kalkaji,2,Ready_to_move,Resale,Apartment,,6500000
900,2,2,Unfurnished,Kalkaji,2,Ready_to_move,Resale,Apartment,,15000000
900,2,2,Furnished,Kalkaji,1,Ready_to_move,Resale,Builder_Floor,18000,9000000
900,3,3,Semi-Furnished,Krishna Nagar ,1,Ready_to_move,New_Property,Builder_Floor,14818,12500000
900,2,2,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,14444,13000000
900,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,,10500000
900,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Apartment,,13500000
900,2,2,Unfurnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,7000,6300000
900,2,2,Unfurnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,22000,10000000
900,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,22000,15800000
900,2,2,Semi-Furnished,Lajpat Nagar,2,Ready_to_move,New_Property,Builder_Floor,18507,13400000
900,2,2,Furnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,18507,11000000
900,2,2,Furnished,Lajpat Nagar,2,Ready_to_move,Resale,Builder_Floor,7000,12500000
900,2,2,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,15800000
900,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,13000000
900,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,7000,10300000
900,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,7000,11000000
900,2,2,Unfurnished,Lajpat Nagar,1,Ready_to_move,Resale,Builder_Floor,7000,11000000
900,1,1,Semi-Furnished,Lajpat Nagar,,Ready_to_move,Resale,Builder_Floor,,8900000
900,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,7778,7000000
900,4,2,Furnished,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,32000,6600000
900,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,11111,6000000
900,3,2,Semi-Furnished,Mahavir Enclave,1,Almost_ready,New_Property,Builder_Floor,6556,5900000
900,3,2,Semi-Furnished,Malviya Nagar,1,Ready_to_move,Resale,Apartment,14888,6200000
900,2,3,Semi-Furnished,Malviya Nagar,2,Ready_to_move,Resale,Builder_Floor,14888,12500000
900,2,2,Semi-Furnished,Manglapuri,1,Ready_to_move,Resale,Builder_Floor,3444,3100000
900,3,2,Semi-Furnished,Manglapuri,1,Ready_to_move,Resale,Builder_Floor,3714,9000000
900,2,2,Semi-Furnished,Narela,2,Ready_to_move,Resale,Apartment,4222,3800000
900,2,2,Unfurnished,Narela,1,Ready_to_move,Resale,Apartment,4270,4600000
900,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,Builder_Floor,,9000000
900,2,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,12151,6700000
900,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Builder_Floor,8889,8000000
900,3,2,Furnished,Okhla,1,Ready_to_move,Resale,Builder_Floor,16917,5500000
900,2,3,Semi-Furnished,Paschim Vihar,1,Ready_to_move,Resale,Apartment,14722,8500000
900,2,2,Unfurnished,Paschim Vihar,1,Ready_to_move,Resale,Builder_Floor,13889,12500000
900,2,2,Furnished,Patel Nagar,1,Ready_to_move,Resale,Builder_Floor,1667,1500000
900,3,2,Semi-Furnished,Patel Nagar,1,Ready_to_move,Resale,Builder_Floor,23840,9500000
900,2,2,Furnished,Patel Nagar,3,Ready_to_move,Resale,Builder_Floor,23840,7400000
900,3,2,Furnished,Patel Nagar,2,Ready_to_move,Resale,Builder_Floor,11556,10400000
900,3,2,Unfurnished,Patel Nagar,1,Ready_to_move,Resale,Builder_Floor,13333,12000000
900,2,2,Semi-Furnished,"Prashant Vihar, Rohini",1,Ready_to_move,Resale,Apartment,6154,10500000
900,3,2,Semi-Furnished,"Press Enclave Society, Saket",1,Ready_to_move,Resale,Apartment,28846,24000000
900,2,2,Semi-Furnished,Punjabi Bagh,1,Ready_to_move,Resale,Builder_Floor,16667,15000000
900,3,2,Semi-Furnished,"Ram Nagar, Shahdara",1,Almost_ready,New_Property,Builder_Floor,3901,6000000
900,3,2,Semi-Furnished,Rohini,5,Ready_to_move,Resale,Builder_Floor,6154,4500000
900,2,2,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,,4500000
900,4,1,Furnished,"Shastri Park, Shahdara",1,Ready_to_move,Resale,Apartment,6667,15000000
900,2,2,Unfurnished,Sheikh Sarai,2,Ready_to_move,New_Property,Builder_Floor,12307,5500000
900,2,2,Unfurnished,"Sukhdev Vihar, Okhla",1,Ready_to_move,Resale,Apartment,25512,11000000
900,3,3,Furnished,Vasant Kunj,2,Ready_to_move,Resale,Builder_Floor,14358,20000000
900,2,2,Unfurnished,Vasundhara Enclave,114,Ready_to_move,Resale,Apartment,,9000000
900,2,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,8550000
900,2,2,Semi-Furnished,Vasundhara Enclave,,Ready_to_move,Resale,Apartment,,8000000
900,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,Apartment,7222,6500000
914.9315,2,2,Semi-Furnished,Rohini,1,Ready_to_move,Resale,Builder_Floor,6154,12000000
945,2,1,Unfurnished,Chittaranjan Park,5,Ready_to_move,Resale,Apartment,6878,6500000
945,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,Resale,Apartment,5820,5500000
945,2,2,Semi-Furnished,Okhla,1,Almost_ready,New_Property,Apartment,30000,24900000
950,3,2,Semi-Furnished,Chhattarpur,,Almost_ready,New_Property,Builder_Floor,,7090000
950,3,2,Semi-Furnished,Chhattarpur,2,Almost_ready,New_Property,Builder_Floor,,6990000
950,3,2,Semi-Furnished,Chhattarpur,1,Almost_ready,New_Property,Builder_Floor,4138,7020000
950,3,2,Semi-Furnished,Kalkaji,1,Ready_to_move,New_Property,Apartment,,8000000
950,2,2,Furnished,Karol Bagh,1,Ready_to_move,Resale,Apartment,8761,12500000
950,3,2,Furnished,Mahavir Enclave,1,Ready_to_move,New_Property,Builder_Floor,,6000000
950,3,2,Unfurnished,Mahavir Enclave,1,Ready_to_move,Resale,Builder_Floor,4922,5000000
950,2,2,Semi-Furnished,Patel Nagar,2,Ready_to_move,Resale,Builder_Floor,8421,8000000
950,2,2,Furnished,Rohini,1,Ready_to_move,Resale,Apartment,6667,15500000
950,3,2,Semi-Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,5255,7600000
950,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,12900000
950,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,13200000
950,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,12700000
950,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,11100000
950,3,2,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,Apartment,6526,5500000
950,3,2,Furnished,Uttam Nagar,1,Ready_to_move,New_Property,Apartment,4600,4370000
950,3,2,Furnished,Uttam Nagar,1,Ready_to_move,New_Property,Apartment,4600,4370000
950,3,2,Furnished,Uttam Nagar,1,Ready_to_move,New_Property,Apartment,4600,4370000
950,2,2,Unfurnished,Vasundhara Enclave,114,Ready_to_move,Resale,Apartment,,8100000
954,2,2,Unfurnished,Punjabi Bagh East,1,Ready_to_move,Resale,Builder_Floor,15278,10000000
960,2,2,Semi-Furnished,Paschim Vihar ,2,Ready_to_move,Resale,Apartment,14722,13000000
968.751,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,,15000000
968.751,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,,15000000
970,3,2,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,,6500000
972,2,2,Semi-Furnished,Safdarjung Enclave,1,Ready_to_move,Resale,Apartment,14818,17000000
975,3,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,12000000
976,2,2,Furnished,Okhla,1,Ready_to_move,New_Property,Apartment,25512,24900000
976,2,2,Furnished,Okhla,1,Ready_to_move,New_Property,Apartment,25512,24900000
976,2,2,Furnished,Okhla,2,Almost_ready,New_Property,Apartment,25512,24900000
976,2,2,Unfurnished,Okhla,2,Almost_ready,New_Property,Apartment,30000,24900000
979.5149,2,2,Unfurnished,Okhla,1,Almost_ready,New_Property,Apartment,30000,24800000
980,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,,13800000
980,2,2,Semi-Furnished,Alaknanda,2,Ready_to_move,Resale,Apartment,,13800000
980,3,2,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,Apartment,7449,7300000
985,3,3,Unfurnished,Rohini,1,Almost_ready,New_Property,Builder_Floor,6154,6800000
987,2,2,Semi-Furnished,Karol Bagh,1,Ready_to_move,New_Property,Apartment,14366,17000000
990,2,2,Unfurnished,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,12916,11500000
990,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,Apartment,4040,4000000
990,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,Apartment,4040,4000000
990,4,3,Unfurnished,Mahavir Enclave,1,Almost_ready,New_Property,Builder_Floor,,7200000
990,3,2,Furnished,Narela,1,Ready_to_move,Resale,Builder_Floor,5051,5000000
990,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,8889,25000000
990,3,3,Furnished,"Press Enclave Society, Saket",1,Ready_to_move,Resale,Apartment,6944,28000000
990,2,2,Semi-Furnished,Shahdara,2,Ready_to_move,Resale,Builder_Floor,6526,4100000
1000,2,2,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,Resale,Apartment,18333,7500000
1000,3,3,Furnished,Dilshad Garden,1,Ready_to_move,Resale,Apartment,9500,9500000
1000,2,2,Semi-Furnished,Dilshad Garden,1,Ready_to_move,Resale,Apartment,6700,6700000
1000,3,2,Furnished,Dilshad Garden,1,Ready_to_move,Resale,Apartment,9200,9200000
1000,2,2,Semi-Furnished,Dwarka,1,Ready_to_move,Resale,Apartment,10700,10700000
1000,3,2,Unfurnished,Dwarka Mor,1,Ready_to_move,New_Property,Apartment,4620,4620000
1000,3,2,Unfurnished,Dwarka Mor,1,Ready_to_move,New_Property,Apartment,4620,4620000
1000,3,2,Unfurnished,Dwarka Mor,1,Ready_to_move,New_Property,Apartment,4620,4620000
1000,2,2,Unfurnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,Resale,Builder_Floor,20930,15000000
1000,3,3,Semi-Furnished,Kalkaji,2,Ready_to_move,New_Property,Apartment,,8600000
1000,2,3,Semi-Furnished,Kalkaji,1,Ready_to_move,Resale,Apartment,18000,11000000
1000,2,2,Semi-Furnished,Kalkaji,1,Ready_to_move,Resale,Builder_Floor,18000,18000000
1000,3,3,Semi-Furnished,Lajpat Nagar,1,Ready_to_move,New_Property,Builder_Floor,22000,22000000
1000,2,2,Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Apartment,20000,20000000
1000,2,2,Furnished,Lajpat Nagar,1,Ready_to_move,Resale,Apartment,20000,20000000
1000,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,Apartment,,6500000
1000,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,Apartment,7778,7500000
1000,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,Apartment,11111,6000000
1000,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,Apartment,6667,7500000
1000,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,New_Property,Apartment,5000,5000000
1000,3,3,Furnished,Laxmi Nagar,1,Ready_to_move,Resale,Builder_Floor,5666,12500000
1000,3,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,Resale,Builder_Floor,,6200000
1000,2,2,Semi-Furnished,Mahavir Enclave,1,Ready_to_move,Resale,Builder_Floor,,6500000
1000,3,2,Semi-Furnished,Manglapuri,1,Ready_to_move,New_Property,Builder_Floor,7000,7000000
1000,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,19500000
1000,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,,19500000
1000,3,2,Unfurnished,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,Builder_Floor,3714,10000000
1000,3,3,Semi-Furnished,"New Manglapuri, Sultanpur",1,Ready_to_move,New_Property,Apartment,3714,5500000
1000,2,2,Semi-Furnished,Punjabi Bagh,1,Ready_to_move,Resale,Apartment,7800,7800000
1000,2,2,Semi-Furnished,Rohini,1,Ready_to_move,Resale,Apartment,5255,7600000
1000,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,13000000
1000,3,2,Furnished,Shahdara,1,Ready_to_move,Resale,Builder_Floor,,5650000
1000,2,2,Unfurnished,"Sukhdev Vihar, Okhla",2,Ready_to_move,Resale,Builder_Floor,16917,11700000
1000,3,3,Semi-Furnished,Sultanpur Extension,1,Ready_to_move,New_Property,Apartment,,5500000
1000,3,2,Semi-Furnished,Uttam Nagar,1,Almost_ready,New_Property,Builder_Floor,22222,5510000
1000,3,2,Semi-Furnished,Uttam Nagar,1,Almost_ready,New_Property,Builder_Floor,6111,5510000
1000,3,2,Semi-Furnished,Uttam Nagar,1,Almost_ready,New_Property,Builder_Floor,22222,5510000
1000,3,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6111,6200000
1000,2,2,Furnished,Vasant Kunj,1,Ready_to_move,Resale,Builder_Floor,21818,5000000
1000,2,2,Unfurnished,Vasant Kunj,1,Ready_to_move,Resale,Apartment,20833,17500000
1000,3,2,Furnished,Vasundhara Enclave,2,Ready_to_move,Resale,Apartment,,12000000
1000,2,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,7500000
1001,3,2,Furnished,Dwarka Mor,1,Ready_to_move,New_Property,Builder_Floor,5794,5800000
1017,3,3,Semi-Furnished,Karol Bagh,1,Ready_to_move,New_Property,Apartment,14776,22000000
1017,2,2,Furnished,"Vishwas Nagar, Shahdara",1,Ready_to_move,New_Property,Builder_Floor,6526,6500000
1030,3,2,Furnished,Rohini,1,Ready_to_move,New_Property,Builder_Floor,5255,6200000
1035,3,3,Semi-Furnished,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,4500000
1044.0983,3,2,Unfurnished,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,3148,6000000
1050,3,2,Semi-Furnished,Chittaranjan Park,3,Ready_to_move,Resale,Builder_Floor,12916,12500000
1050,3,2,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,3524,3700000
1050,3,2,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,3524,3700000
1050,3,2,Unfurnished,Dwarka,1,Ready_to_move,New_Property,Apartment,3524,3700000
1050,2,2,Unfurnished,Dwarka,1,Ready_to_move,Resale,Apartment,3524,10500000
1050,2,2,Unfurnished,Kalkaji,1,Ready_to_move,Resale,Apartment,10000,9000000
1050,3,2,Unfurnished,Mehrauli,2,Ready_to_move,New_Property,Builder_Floor,3294,5600000
1050,2,2,Furnished,Sarita Vihar ,2,Ready_to_move,Resale,Apartment,,12700000
1050,2,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,10000,10000000
1050,2,2,Semi-Furnished,Vasundhara Enclave,1,Ready_to_move,Resale,Apartment,,9000000
1050,3,2,Semi-Furnished,"Vishwas Nagar, Shahdara",1,Ready_to_move,Resale,Apartment,3901,9000000
1053,3,2,Furnished,Shahdara,4,Ready_to_move,Resale,Builder_Floor,41304,7000000
1070,2,3,Semi-Furnished,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,20938,18000000
